ds,yhat,yhat_lower,yhat_upper
2025-01-01,14.892581910768536,13.4692562063932,13.253876728600064
2025-01-02,11.113939786391272,9.569835155430688,11.536826123165142
2025-01-03,11.930695352681427,10.526776586165962,12.903652610228
2025-01-04,10.71654130404627,10.605699236402135,14.774212693833585
2025-01-05,10.572530739883568,10.370146696753604,14.868075531273245
2025-01-06,9.910316096297354,11.31790343000908,16.782172657082665
2025-01-07,13.51595033273534,12.399239610352552,15.856532980290414
2025-01-08,13.032299397720209,9.965005678285731,13.613572124619955
2025-01-09,9.572472380040768,9.24108955193247,14.589737022745206
2025-01-10,12.895217357746537,8.324717911849799,11.034089938343616
2025-01-11,13.721848638245113,8.960090231057862,12.72789259765499
2025-01-12,15.900690916547507,9.70994315772476,10.112922237129311
2025-01-13,14.23076911762097,8.644307138040464,18.06174761630049
2025-01-14,12.687220152230731,12.71115899772078,14.983001740682116
2025-01-15,11.633902428894194,11.062356406992336,14.872447182798231
2025-01-16,14.03041135621084,12.432551516857895,16.648693003434445
2025-01-17,15.116164399530948,10.172663612175963,9.0
2025-01-18,14.403927384045998,10.107381293836312,19.671860114969796
2025-01-19,12.798010892884891,11.886350648769128,11.108923340929078
2025-01-20,13.427033080471391,11.136581543326141,18.127505348547434
2025-01-21,10.09351576559077,9.26729117267466,15.920649498800602
2025-01-22,13.513150046073578,10.406490332073195,10.591294429385155
2025-01-23,15.007138685123229,8.547912898572651,17.45613884239873
2025-01-24,12.386009629788909,9.348448934318078,14.436118604431071
2025-01-25,12.719003050762204,11.272527711866294,12.281120920335775
2025-01-26,14.673684568758386,8.114861069118271,15.325202597102477
2025-01-27,12.496327613161503,12.225421902242799,13.02513188886932
2025-01-28,15.430032340067875,7.661370997600318,15.417120617361793
2025-01-29,13.138087014300032,13.136503649490576,16.64007567102145
2025-01-30,14.3675497389074,11.014825533932743,11.128392205509067
2025-01-31,11.805769677017695,8.540384548970923,15.855639314614438
2025-02-01,13.435672401411775,9.930276518827915,15.338057995768835
2025-02-02,15.535849197412885,7.7922790661285,16.75884621633597
